01.ט‏כ.15,100
02.ט‏כ.15,101
03.ט‏כ.15,100
04.ט‏כ.15,101
05.ט‏כ.15,102
06.ט‏כ.15,103
07.ט‏כ.15,104
08.ט‏כ.15,105
09.ט‏כ.15,106
10.ט‏כ.15,105
11.ט‏כ.15,106
12.ט‏כ.15,107
13.ט‏כ.15,108
14.ט‏כ.15,109
15.ט‏כ.15,110
16.ט‏כ.15,111
17.ט‏כ.15,100
18.ט‏כ.15,101
19.ט‏כ.15,102
20.ט‏כ.15,103
21.ט‏כ.15,104
22.ט‏כ.15,105
23.ט‏כ.15,106
24.ט‏כ.15,107
25.ט‏כ.15,108
26.ט‏כ.15,109
27.ט‏כ.15,110
28.ט‏כ.15,111
29.ט‏כ.15,112
30.ט‏כ.15,113
31.ט‏כ.15,114
01.אגד.15,115
02.אגד.15,116
03.אגד.15,117
04.אגד.15,118
05.אגד.15,119
06.אגד.15,120
07.אגד.15,121
08.אגד.15,122
09.אגד.15,123
10.אגד.15,124
11.אגד.15,125
12.אגד.15,126
13.אגד.15,127
14.אגד.15,128
15.אגד.15,129
16.אגד.15,130
17.אגד.15,131
18.אגד.15,132
19.אגד.15,133
20.אגד.15,134
21.אגד.15,135
22.אגד.15,136
23.אגד.15,137
24.אגד.15,138
25.אגד.15,139
26.אגד.15,140
27.אגד.15,141
28.אגד.15,142
29.אגד.15,143
30.אגד.15,144
31.אגד.15,145
01.סום.15,146
02.סום.15,147
03.סום.15,148
04.סום.15,149
05.סום.15,150
06.סום.15,151
07.סום.15,152
08.סום.15,153
09.סום.15,154
10.סום.15,155
11.סום.15,156
12.סום.15,157
13.סום.15,158
14.סום.15,159
15.סום.15,160
16.סום.15,161
17.סום.15,162
18.סום.15,163
19.סום.15,164
20.סום.15,165
21.סום.15,166
